zoneCover,eLength,catching,mPassAcc,agility,discipline,throwOnRun,passBlock,rushBlock,eSalary,releaseLine,iden,injuryProne,salary,dPassAcc,stamina,intelligence,jumping,routeRun,forename,potential,position,loyalty,surname,power,sPassAcc,length,growthType,ambition,ballSecurity,blockShedding,appearance,greed,draftNum,trucking,teamID,tackle,decisions,kickAccuracy,guarantee,eGuarantee,ballStrip,elusiveness,skillMove,age,manCover,burst,rating,draftSeason,vision,speed
18,1,68,13,80,79,14,24,46,1,66,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,24,1,10,81,55,84,69,A.J.,1,WR,79,Richardson,61,17,0,1,92,73,29,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",8,224,41,Free Agent,29,55,13,1,1,28,77,68,25,13,80,1,2019,31,75
12,1,1,6,58,42,6,69,65,1,15,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,30,1230000,6,83,70,77,8,Will,7,OT,52,Richardson Jr,80,6,2,1,50,40,20,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",30,124,25,JAX,24,70,17,1,1,23,53,10,24,16,62,1,2017,54,42
15,1,70,10,84,70,10,45,48,1,75,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,20,1,6,84,67,90,74,Paul,2,WR,72,Richardson Jr,51,15,0,1,52,75,30,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",51,44,55,Free Agent,30,67,17,1,1,12,85,75,28,10,85,1,2013,49,88
15,1,1,6,66,71,6,77,80,1,15,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,30,10473333,6,88,91,75,8,Weston,9,C,1,Richburg,89,6,3,1,46,22,20,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",79,42,20,SAN,35,91,21,1,1,12,58,10,29,12,60,1,2013,86,45
20,1,53,38,89,46,18,65,45,1,72,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,30,750000,25,85,63,81,70,Theo,1,RB,3,Riddick,59,44,1,1,46,82,19,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",27,224,53,LAS,28,63,25,1,1,20,81,80,29,15,82,1,2020,43,77
26,1,1,6,54,41,6,44,44,1,15,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,4,980000,6,71,66,77,7,Hassan,8,DT,17,Ridgeway,87,6,1,1,59,36,63,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",94,113,34,PHI,82,66,17,1,1,83,50,17,25,18,72,1,2015,48,52
27,1,72,10,79,45,10,39,51,1,72,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,28,846667,6,81,67,77,75,Riley,9,WR,16,Ridley,64,15,3,1,92,76,38,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",62,119,67,CHI,34,67,11,1,1,26,80,66,24,21,83,1,2018,49,77
25,1,82,23,95,35,24,30,52,1,86,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,20,2450000,18,84,91,85,90,Calvin,3,WR,69,Ridley,59,28,2,1,69,75,24,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",64,25,30,ATL,29,91,16,1,1,20,92,86,25,17,88,1,2017,86,88
54,1,35,6,83,44,6,45,45,1,18,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,36,760000,6,82,73,83,12,Duke,6,LB,44,Riley,74,6,1,1,85,51,62,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",60,74,33,MIA,78,73,19,1,1,82,71,28,26,47,80,1,2016,58,77
63,1,47,12,83,76,16,18,22,1,29,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,28,610000,11,89,58,86,35,Elijah,1,LB,18,Riley,70,15,1,1,75,65,52,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",24,224,38,PHI,69,58,12,1,1,80,82,66,22,61,82,1,2020,35,77
71,1,45,6,88,38,6,35,35,1,40,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,24,1,6,90,67,88,14,Curtis,9,S,54,Riley,70,6,0,1,23,52,58,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",42,224,51,Free Agent,62,67,15,1,1,81,83,61,28,65,83,1,2013,49,80
20,1,1,6,68,24,6,45,45,1,15,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,20,1,6,69,63,78,8,Christian,5,DT,14,Ringo,80,6,0,1,26,40,59,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",55,224,32,Free Agent,73,63,20,1,1,77,50,13,28,15,67,1,2020,43,53
12,1,1,6,61,81,6,77,78,1,15,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,20,1206667,6,82,87,71,9,Dalton,3,OG,94,Risner,87,6,3,1,26,34,36,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",86,40,27,DEN,44,87,12,1,1,41,57,17,25,12,60,1,2018,80,37
31,1,1,91,59,20,82,12,13,1,12,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,20,1,84,91,92,45,10,Philip,17,P,0,Rivers,15,93,0,1,94,63,22,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",21,3,20,Free Agent,22,92,12,1,1,12,60,41,38,13,50,1,2003,88,42
45,1,3,6,74,74,6,45,45,1,20,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,26,1,6,82,62,75,7,Chauncey,6,LB,80,Rivers,76,6,0,1,0,20,63,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",7,224,30,Free Agent,73,62,29,1,1,81,65,30,23,39,73,1,2020,42,58
51,1,5,6,78,38,6,45,45,1,18,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,30,760000,6,77,57,84,10,Derek,4,DE,87,Rivers,83,6,2,1,57,40,69,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",13,82,48,HOU,76,57,14,1,1,81,67,37,26,45,82,1,2016,34,75
32,1,17,6,68,86,6,50,48,1,28,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,24,730000,6,72,65,74,26,Malcolm,4,DT,94,Roach,83,6,3,1,76,40,68,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",9,224,28,NO,77,65,25,1,1,78,57,17,22,26,72,1,2020,46,57
49,1,12,6,81,79,6,45,45,1,25,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,34,590000,6,78,65,83,32,Derick,1,LB,82,Roberson,70,6,1,1,10,49,66,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",39,224,35,TEN,78,65,16,1,1,79,68,45,24,40,73,1,2018,46,68
26,1,1,6,62,3,6,45,45,1,15,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,26,1,6,68,58,68,9,Boogie,10,DE,23,Roberts,81,6,0,1,4,23,64,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",44,224,31,Free Agent,76,58,12,1,1,76,51,15,24,18,63,1,2018,35,35
15,1,1,6,55,1,6,61,60,1,22,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,28,1,6,86,49,66,16,Ryan,1,OT,4,Roberts,79,6,0,1,38,30,17,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",39,224,30,Free Agent,22,49,12,1,1,24,50,10,23,12,55,1,2020,22,40
18,1,63,10,76,16,10,61,57,1,62,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,26,1,10,81,58,76,58,Michael,7,TE,11,Roberts,71,10,0,1,93,77,36,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",16,115,66,Free Agent,31,58,25,1,1,34,69,60,26,12,73,1,2016,35,62
30,1,70,10,90,66,10,37,55,1,71,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,22,1,6,81,71,82,76,Seth,4,WR,21,Roberts,56,15,0,1,84,75,35,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",19,224,43,Free Agent,32,71,20,1,1,12,78,75,29,15,85,1,2013,55,82
56,1,12,6,76,26,6,45,52,1,12,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,20,1,6,87,70,84,16,Elandon,7,LB,37,Roberts,82,6,0,1,60,48,72,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",29,198,36,Free Agent,81,70,20,1,1,89,72,25,26,45,73,1,2015,54,73
72,1,33,6,93,24,6,35,35,1,35,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,30,760000,6,88,70,91,17,Darryl,3,CB,87,Roberts,70,6,1,1,67,52,46,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",0,221,20,WAS,55,70,12,1,1,62,91,70,29,75,90,1,2014,54,87
20,1,67,10,89,48,10,30,43,1,71,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,24,850000,6,80,78,85,71,Andre,1,WR,23,Roberts,57,15,2,1,16,64,39,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",9,87,50,HOU,29,78,15,1,1,15,86,79,32,12,82,1,2009,66,80
67,1,53,27,91,11,38,16,29,1,30,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,14,825000,24,88,66,86,33,Amik,1,CB,96,Robertson,56,33,4,1,98,64,52,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",55,128,31,LAS,56,66,10,1,1,62,90,73,22,70,85,1,2020,48,82
65,1,50,6,80,19,6,45,45,1,15,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,22,2250000,6,81,66,72,8,Craig,1,LB,51,Robertson,68,6,1,1,90,55,65,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",31,224,44,NO,82,66,20,1,1,80,71,30,32,58,73,1,2010,48,62
45,1,1,6,73,92,6,45,45,1,12,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,16,1260000,6,74,79,83,5,Roy,5,DE,52,Robertson-Harris,81,6,2,1,69,21,72,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",32,224,46,JAX,81,79,30,1,1,76,64,25,27,30,68,1,2015,68,62
83,1,53,10,89,32,15,35,35,1,20,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,28,1,10,90,79,91,13,Nickell,12,CB,83,Robey-Coleman,51,15,0,1,48,58,58,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",5,224,21,Free Agent,55,79,20,1,1,46,91,74,28,81,83,1,2012,68,80
24,1,75,18,92,90,18,38,58,1,79,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,16,500000,16,85,80,86,77,Demarcus,7,WR,16,Robinson,60,21,1,1,30,75,22,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",79,123,38,KC,23,80,22,1,1,15,84,72,25,16,87,1,2015,69,82
59,1,23,6,78,65,6,22,14,1,27,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,26,750000,6,92,64,83,18,Rashard,6,CB,96,Robinson,55,6,1,1,86,55,57,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",73,224,27,DAL,48,64,17,1,1,58,78,63,25,63,82,1,2020,45,88
67,1,43,6,84,27,6,35,35,1,33,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,18,825000,6,87,62,86,33,Reggie,1,S,60,Robinson,68,6,4,1,77,58,55,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",58,112,40,DAL,57,62,12,1,1,59,83,63,23,65,82,1,2020,42,85
67,1,28,6,77,47,6,45,45,1,15,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,20,750000,6,85,51,85,8,Edmond,2,LB,47,Robinson,72,6,1,1,15,59,62,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",49,206,40,ATL,75,51,20,1,1,73,73,45,28,59,78,1,2015,25,72
17,1,1,6,62,63,6,76,76,1,18,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,20,3770000,6,91,84,66,14,Cam,5,OT,42,Robinson,91,6,1,1,84,27,38,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",55,33,27,JAX,29,84,28,1,1,42,53,14,24,11,67,1,2016,75,45
25,1,50,10,83,82,10,49,50,1,58,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,26,753333,10,93,87,93,50,James,5,RB,52,Robinson,80,10,3,1,84,94,25,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",51,224,87,JAX,45,87,25,1,1,20,85,75,22,13,82,1,2020,80,77
63,1,32,65,88,47,65,65,65,1,65,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,12,760000,65,93,61,87,56,Aaron,3,CB,60,Robinson,49,65,4,1,91,62,65,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",60,224,42,NYG,61,61,65,1,1,51,83,58,22,70,87,1,2020,40,85
67,1,40,10,80,91,15,34,34,1,22,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,28,1,10,87,54,89,15,Tyree,7,S,53,Robinson,56,15,0,1,90,62,50,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",76,224,40,Free Agent,64,54,12,1,1,81,80,60,26,69,80,1,2017,29,80
26,1,3,6,62,3,6,44,45,1,15,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,26,3500000,6,76,79,79,7,A'Shawn,11,DE,33,Robinson,86,6,2,1,1,39,74,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",93,46,33,LAR,83,79,17,1,1,82,55,17,25,18,65,1,2015,68,42
73,1,47,6,87,82,6,35,35,1,15,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,42,4535000,6,91,72,87,46,Patrick,12,CB,82,Robinson,61,6,2,1,28,65,62,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",90,31,15,NO,65,72,16,1,1,49,84,55,32,71,85,1,2009,57,78
47,1,1,6,74,93,6,45,45,1,12,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,20,825000,6,85,68,85,7,Alton,1,DE,53,Robinson,79,6,4,1,38,29,69,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",34,129,26,SEA,77,68,13,1,1,78,69,16,22,43,77,1,2020,51,72
24,1,97,10,89,42,10,38,57,1,90,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,10,35800000,6,89,93,95,85,Allen,6,WR,65,Robinson II,70,15,1,1,35,83,40,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",32,60,61,CHI,42,93,30,1,1,15,87,74,27,18,87,1,2013,89,82
68,1,48,28,86,56,38,35,35,1,23,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,28,610000,30,88,66,88,25,Kenny,6,S,96,Robinson Jr,57,33,1,1,30,60,55,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",58,133,40,CAR,62,66,15,1,1,83,85,62,21,63,82,1,2020,48,78
83,1,48,6,91,13,6,35,35,1,35,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,28,4166667,6,92,87,89,17,Bradley,9,CB,58,Roby,63,6,3,1,0,55,54,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",17,30,15,HOU,53,87,12,1,1,72,91,60,28,87,85,1,2013,80,85
34,1,1,12,69,84,9,45,45,1,12,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,24,760000,9,78,60,77,8,Isaac,1,DE,24,Rochell,88,17,1,1,18,28,69,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",75,198,36,IND,81,60,21,1,1,82,55,17,25,23,72,1,2016,38,60
63,1,38,10,90,92,15,25,25,1,22,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,22,825000,10,90,62,92,33,Isaiah,1,CB,90,Rodgers,50,15,4,1,74,56,55,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",89,191,34,IND,55,62,34,1,1,54,89,73,22,66,87,1,2020,42,88
17,1,70,10,79,50,10,58,59,1,70,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,28,750000,6,82,74,78,63,Richard,6,TE,99,Rodgers,65,15,1,1,20,78,44,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",96,97,66,PHI,44,74,19,1,1,12,65,73,28,15,73,1,2013,60,62
15,1,1,6,53,88,6,64,62,1,12,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,34,1,6,76,51,80,7,Jake,10,OT,88,Rodgers,79,6,0,1,0,44,15,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",40,199,17,Free Agent,35,51,20,1,1,34,53,10,28,12,63,1,2016,25,37
19,1,12,90,82,8,95,12,23,1,15,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,28,22745000,95,97,95,70,14,Aaron,5,QB,58,Rodgers,94,96,4,1,58,63,19,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",15,23,29,GB,19,95,18,1,1,12,80,55,36,13,73,1,2004,92,65
65,1,67,65,77,88,65,9,36,1,73,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,36,820000,65,92,68,83,71,Amari,2,WR,32,Rodgers,49,65,4,1,71,76,65,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",9,224,37,GB,65,68,65,1,1,65,77,58,21,65,85,1,2020,51,83
70,1,63,6,89,51,6,35,35,1,50,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,34,1,6,92,67,90,36,Dominique,9,CB,1,Rodgers-Cromartie,60,6,0,1,47,62,42,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",55,15,30,Free Agent,48,67,25,1,1,50,84,84,34,73,83,1,2008,49,85
13,1,20,87,67,13,82,15,12,1,15,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,14,14000000,81,85,85,73,14,Ben,18,QB,11,Roethlisberger,87,88,2,1,70,60,45,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",17,10,64,PIT,47,85,59,1,1,12,63,54,38,12,63,1,2003,77,53
25,1,63,10,90,87,10,30,50,1,68,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,14,1,6,82,69,85,75,Chester,1,WR,40,Rogers,58,15,0,1,39,73,40,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",9,224,45,Free Agent,25,69,18,1,1,12,89,82,26,13,88,1,2015,52,80
20,1,1,26,61,68,26,20,20,1,12,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,32,1,21,86,55,59,10,Justin,11,K,23,Rohrwasser,93,33,0,1,89,31,13,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",4,141,12,Free Agent,39,55,70,1,1,19,53,10,23,10,63,1,2020,31,35
12,1,1,6,68,13,6,58,62,1,10,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,24,1,6,79,51,71,7,Jordan,1,OG,16,Roos,92,6,0,1,78,21,26,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",65,224,25,Free Agent,37,51,20,1,1,40,55,12,27,12,63,1,2016,25,42
20,1,1,26,68,81,26,20,20,1,12,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,24,750000,21,86,56,59,10,Aldrick,1,K,63,Rosas,95,33,1,1,79,31,13,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",23,224,12,JAX,28,56,82,1,1,19,56,10,25,10,67,1,2015,32,47
16,1,1,77,67,38,75,14,21,1,12,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,22,680000,77,75,61,76,14,Josh,13,QB,62,Rosen,89,82,1,1,34,62,20,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",72,9,26,SAN,25,61,17,1,1,22,73,28,23,10,72,1,2017,40,58
26,1,1,6,69,32,6,44,44,1,15,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,26,750000,6,72,64,73,7,Daniel,1,DT,34,Ross,85,6,1,1,30,25,63,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",35,224,34,JAX,77,64,17,1,1,72,60,14,27,18,68,1,2016,45,53
28,1,63,10,93,10,10,47,42,1,69,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,18,760000,6,84,70,88,75,John,16,WR,83,Ross III,51,15,1,1,64,67,27,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",46,8,27,NYG,26,70,23,1,1,18,89,85,24,20,92,1,2016,54,93
24,1,1,6,67,50,6,78,78,1,15,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,22,3830000,6,81,88,67,7,Chase,1,C,34,Roullier,85,6,1,1,54,22,24,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",11,174,36,WAS,31,88,22,1,1,38,55,12,27,17,55,1,2016,82,32
39,1,2,65,83,68,65,65,65,1,65,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,16,1430000,65,90,71,79,56,Gregory,1,DE,90,Rousseau,77,65,4,1,5,36,71,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",33,224,65,BUF,81,71,65,1,1,73,77,65,20,37,77,1,2021,55,73
76,1,47,6,89,57,6,35,35,1,12,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,18,4190000,6,92,84,90,12,Eric,4,S,97,Rowe,74,6,3,1,83,64,50,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",80,46,40,MIA,69,84,21,1,1,67,85,59,27,79,83,1,2014,75,82
32,1,1,6,57,32,6,45,45,1,15,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,28,825000,6,74,61,75,8,Bravvion,3,DT,3,Roy,87,6,4,1,85,42,67,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",79,164,46,CAR,78,61,11,1,1,82,53,27,23,26,68,1,2020,40,45
57,1,38,6,78,36,6,45,45,1,12,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,26,1,6,85,54,80,12,Christian,6,LB,5,Rozeboom,67,6,0,1,27,50,65,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",14,224,37,Free Agent,80,54,20,1,1,77,71,37,23,50,80,1,2020,29,72
18,1,1,64,75,77,64,17,16,1,19,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,16,750000,66,70,51,68,17,Jake,4,QB,30,Rudock,82,73,1,1,39,56,21,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",6,175,24,MIA,28,51,20,1,1,11,76,44,27,12,68,1,2015,25,60
15,1,90,10,80,85,10,62,59,1,77,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,24,760000,6,95,90,84,73,Kyle,10,TE,53,Rudolph,75,15,2,1,59,80,41,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",40,42,79,NYG,45,90,32,1,1,20,70,75,30,12,72,1,2010,85,62
16,1,1,76,71,36,71,14,17,1,18,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,40,1495000,78,67,63,71,19,Mason,6,QB,41,Rudolph,84,83,2,1,54,66,22,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",9,75,53,PIT,31,63,16,1,1,17,68,42,25,10,72,1,2017,43,60
26,1,72,42,87,30,43,37,47,1,69,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,28,500000,39,84,70,94,79,Henry,12,WR,96,Ruggs III,61,47,4,1,25,73,38,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",6,11,60,LAS,41,70,18,1,1,31,88,75,21,15,95,1,2020,54,97
12,1,1,6,55,86,6,72,74,1,15,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,4,500000,6,85,83,80,8,Cesar,14,OG,26,Ruiz,88,6,4,1,57,26,17,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",12,23,25,NO,27,83,11,1,1,25,56,10,21,12,67,1,2020,74,50
41,1,10,65,76,28,65,65,65,1,65,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,12,760000,65,93,64,72,54,Chris,1,DE,62,Rumph Jr,69,65,4,1,82,54,70,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",12,224,65,LAC,75,64,65,1,1,73,78,65,22,44,73,1,2020,45,67
15,1,1,6,65,86,6,66,66,1,18,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,34,825000,6,85,76,75,11,Jon,11,OG,44,Runyan,82,6,4,1,20,29,22,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",88,172,27,GB,30,76,12,1,1,22,57,15,23,12,65,1,2020,63,50
25,1,1,6,58,95,6,45,45,1,15,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,24,1,6,65,55,70,8,Anthony,1,DE,80,Rush,85,6,0,1,83,52,67,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",10,224,45,Free Agent,81,55,20,1,1,77,44,10,24,11,62,1,2018,31,38
18,1,1,66,69,32,72,15,18,1,19,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,32,1,69,72,58,70,13,Cooper,1,QB,43,Rush,82,74,0,1,43,59,23,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",85,224,32,Free Agent,29,58,15,1,1,18,70,24,26,12,72,1,2016,35,58
29,1,1,6,58,61,6,49,53,1,15,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,28,1,6,73,56,65,7,Dontavius,1,DT,55,Russell,86,6,0,1,91,29,73,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",16,212,51,Free Agent,77,56,17,1,1,79,54,17,24,26,63,1,2018,32,47
61,1,18,32,79,76,33,45,45,1,12,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,38,1,27,87,62,84,13,Chapelle,13,LB,74,Russell,69,37,0,1,99,57,64,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",58,218,50,Free Agent,77,62,20,1,1,79,74,42,23,56,77,1,2020,42,73
67,1,38,6,90,29,6,10,12,1,27,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,22,1,6,90,57,89,18,KeiVarae,5,CB,10,Russell,68,6,0,1,97,62,58,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",28,224,28,Free Agent,69,57,17,1,1,50,90,61,26,69,80,1,2020,34,82
20,1,1,92,68,70,88,15,26,1,12,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,20,19750000,88,72,89,55,13,Matt,13,QB,67,Ryan,85,92,4,1,9,64,25,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",58,2,30,ATL,30,89,24,1,1,12,68,32,35,15,67,1,2007,83,52
84,1,52,6,90,41,6,35,35,1,45,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,24,3387500,6,93,85,83,31,Logan,10,S,26,Ryan,60,6,4,1,4,66,62,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",35,84,45,NYG,71,85,22,1,1,67,90,69,29,82,85,1,2012,77,78
66,1,33,6,84,44,6,45,45,1,20,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,18,1,6,80,70,83,7,Jake,1,LB,25,Ryan,76,6,0,1,40,60,74,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",50,125,55,Free Agent,84,70,29,1,1,82,72,20,28,56,80,1,2014,54,73
15,1,10,71,80,65,78,17,16,1,20,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,18,610000,73,68,67,80,20,Brett,4,QB,28,Rypien,83,77,1,1,20,55,22,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",14,224,29,DEN,31,67,18,1,1,16,81,33,24,11,73,1,2017,49,60
