age,accelRating,newAccel,isActive,agilityRating,awareRating,newAware,bCVRating,birthDay,bigHitTrait,blockShedRating,birthMonth,breakSackRating,breakTackleRating,birthYear,college,clutchTrait,confRating,capHit,capReleaseNetSavings,capReleasePenalty,contractBonus,carryRating,contractSalary,contractYearsLeft,contractLength,catchRating,newCatch,cITRating,coverBallTrait,dLBullRushTrait,dLSpinTrait,dLSwimTrait,durabilityGrade,dropOpenPassTrait,draftPick,draftPickNew,draftRound,draftRoundNew,draftNumber,oldDraftNumber,potential,desiredBonus,desiredSalary,desiredLength,devTrait,changeOfDirectionRating,fightForYardsTrait,firstName,finesseMovesRating,isFreeAgent,forcePassTrait,feetInBoundsTrait,height,highMotorTrait,hPCatchTrait,homeState,homeTown,hitPowerRating,impactBlockRating,injuryRating,injuryLength,intangibleGrade,injuryType,jukeMoveRating,jumpRating,jerseyNum,kickAccRating,kickPowerRating,kickRetRating,leadBlockRating,lBStyleTrait,legacyScore,lastName,manCoverRating,passBlockFinesseRating,passBlockPowerRating,playerBestOvr,physicalGrade,playActionRating,playBallTrait,playRecRating,penaltyTrait,productionGrade,predictTrait,presentationId,isOnPracticeSquad,pressRating,pursuitRating,passBlockRating,posCatchTrait,playerSchemeOvr,skillPoints,position,portraitId,powerMovesRating,qBStyleTrait,runBlockFinesseRating,runBlockPowerRating,rookieYear,releaseRating,runBlockRating,runStyle,rosterId,reSignStatus,routeRunDeepRating,routeRunMedRating,routeRunShortRating,,scheme,sizeGrade,sensePressureTrait,specCatchRating,speedRating,newSpeed,spinMoveRating,stripBallTrait,stiffArmRating,staminaRating,strengthRating,tackleRating,toughRating,tightSpiralTrait,throwAccRating,throwAccDeepRating,throwAccMidRating,throwAccShortRating,throwAwayTrait,throwPowerRating,throwOnRunRating,throwUnderPressureRating,teamId,truckRating,teamSchemeOvr,weight,experiencePoints,yACCatchTrait,yearsPro,zoneCoverRating,ability1,,ability2,ability3,ability4,ability5,,
31,90,83,TRUE,87,67,49,81,27,0,35,10,22,78,1988,Louisville,0,50,0,0,0,0,85,0,0,0,69,48,67,4,0,0,0,0,0,30,29,5,4,124,125,4,0,1610000,1,0,83,1,Bilal,10,TRUE,2,0,70,1,0,8,Lakeland,15,34,88,0,70,97,82,74,29,26,25,75,36,1,85,Powell,12,40,45,70,86,15,1,29,1,0,0,10598,FALSE,15,40,51,0,70,0,HB,4451,10,0,27,25,2010,65,45,3,554043274,11,53,61,66,60,4,96,1,62,86,77,78,0,78,81,77,43,72,0,33,20,30,35,0,35,15,17,0,73,0,204,4528,0,9,12,,Free Agent,,,,,,
23,80,67,TRUE,66,78,66,15,29,0,33,10,12,9,1996,Oklahoma,0,50,760000,590000,510000,680000,40,2540000,3,4,37,1,15,4,0,0,0,0,0,22,21,5,4,116,117,1,0,0,0,0,47,0,Ben,10,FALSE,2,0,76,0,0,15,Wichita,25,83,90,0,69,97,10,72,72,11,11,10,77,1,0,Powers,12,68,71,69,82,6,1,10,1,0,0,20400,FALSE,10,35,70,0,69,0,RG,9602,10,0,68,74,2018,15,71,5,554043276,11,5,5,15,8,0,99,1,15,68,47,10,0,10,82,83,38,87,0,24,6,6,6,0,25,6,11,1012793403,25,69,307,2441,0,1,12,,BAL,,,,,,
29,91,85,TRUE,88,90,85,60,25,0,62,4,15,30,1991,Oregon State,0,50,8000000,500000,9900000,9900000,65,13680000,3,3,73,55,45,3,0,0,0,0,0,13,12,8,7,203,204,9,0,0,0,1,86,0,Jordan,54,FALSE,2,0,72,1,0,36,Dallas,68,57,87,0,86,97,66,79,21,25,25,65,12,1,650,Poyer,83,35,35,87,83,6,1,86,2,0,0,12280,FALSE,80,86,35,0,87,0,SS,6322,46,0,35,35,2012,15,35,8,554043277,11,20,25,35,27,15,95,1,68,88,80,65,0,15,93,66,75,74,0,30,6,6,6,0,30,6,19,1012793347,25,86,191,14512,0,7,87,,BUF,,,,,,
36,78,63,TRUE,46,65,46,10,10,0,10,8,12,5,1984,UCF,1,50,890000,640000,750000,750000,40,2550000,3,3,35,1,10,4,0,0,0,0,0,0,224,64,64,224,225,1,0,0,0,1,44,0,Matt,10,FALSE,2,0,70,0,0,34,Mayfield Heights,12,15,85,0,78,97,10,40,5,86,98,10,15,1,650,Prater,10,15,15,80,98,20,1,15,1,0,0,28229,FALSE,10,25,20,0,80,0,K,2449,10,0,15,15,2006,12,20,5,554043278,11,10,10,10,10,6,90,1,12,72,53,10,0,10,75,43,20,50,0,45,26,32,38,0,45,20,24,1012793351,10,78,201,49095,0,13,25,,ARI,,,,,,
24,89,82,TRUE,79,72,57,55,21,0,65,5,12,53,1996,N.C. State,0,50,940000,680000,780000,1040000,47,3040000,3,4,60,33,46,3,1,0,0,0,0,9,8,4,3,71,72,8,0,0,0,0,74,0,Germaine,58,FALSE,2,0,74,1,0,32,High Point,81,79,83,0,71,97,56,79,57,18,28,14,24,0,0,Pratt,60,45,45,71,83,6,0,68,1,0,0,20424,FALSE,55,84,45,0,71,0,MLB,9603,64,0,45,45,2018,31,45,3,554043279,11,24,30,35,30,12,99,1,56,87,78,40,0,41,86,76,86,81,0,24,6,6,6,0,25,6,16,1012793346,34,71,240,5881,0,1,67,,CIN,,,,,,
27,86,77,TRUE,84,88,82,86,29,0,29,7,93,75,1993,Mississippi State,0,50,28730000,28730000,0,0,67,28730000,1,1,42,3,20,3,0,0,0,0,0,38,37,5,4,132,133,4,0,0,0,2,85,1,Dak,9,FALSE,1,0,74,1,0,17,Haughton,40,39,95,0,84,97,73,73,4,22,26,13,29,1,2250,Prescott,12,18,14,87,88,87,1,21,1,0,0,17567,FALSE,9,33,21,0,87,0,QB,8179,9,1,35,38,2015,19,39,1,554043280,0,15,17,18,17,6,97,3,20,83,72,51,0,65,95,75,42,97,1,72,89,87,91,0,89,92,87,1012793387,74,84,238,8045,0,4,18,Anchored Extender,DAL,Gutsy Scrambler,,,,,
25,75,58,TRUE,65,70,54,15,11,0,10,10,12,5,1994,Ohio State,0,50,3190000,1540000,3300000,6600000,26,5110000,2,4,21,1,15,4,0,0,0,0,0,22,21,2,1,20,21,4,0,0,0,0,55,0,Billy,10,FALSE,2,0,76,1,0,34,Austintown Township,20,84,87,0,68,97,10,67,53,13,17,10,77,1,0,Price,12,74,70,68,83,6,1,10,0,0,0,13135,FALSE,10,15,71,0,68,0,RG,9025,10,1,72,69,2017,12,68,15,554043281,11,5,5,10,7,4,99,1,12,66,43,10,0,10,87,86,33,95,0,24,6,6,6,0,23,6,10,1012793346,25,68,310,3328,0,2,12,,CIN,,,,,,
26,75,58,TRUE,56,69,52,10,24,0,59,6,12,16,1994,UTSA,0,50,0,0,0,0,40,0,0,0,22,1,10,4,0,0,1,0,0,0,224,64,64,224,225,3,0,750000,1,0,55,0,Brian,64,TRUE,2,0,75,1,0,13,Lafayette,76,81,86,30,61,97,10,66,78,21,26,12,31,0,0,Price,12,45,45,61,72,5,1,67,1,0,0,17439,FALSE,10,80,45,0,61,0,DT,8400,70,0,45,45,2015,12,45,5,554043282,11,2,3,10,5,15,93,1,12,66,43,10,0,29,69,75,79,85,0,25,5,5,5,0,29,5,10,0,10,0,318,452,0,4,22,,Free Agent,,,,,,
22,92,87,TRUE,91,64,45,61,19,0,48,1,16,53,1998,Notre Dame,0,50,800000,610000,760000,760000,64,3300000,4,4,60,33,46,3,0,0,0,0,0,8,7,5,4,102,103,1,0,0,0,0,90,0,Troy,31,FALSE,2,0,71,1,0,39,Greer,49,47,87,0,69,97,74,85,25,17,18,40,15,2,0,Pride Jr,74,34,33,72,89,6,0,62,1,0,0,21157,FALSE,73,72,10,0,72,0,CB,714,25,0,34,33,2020,31,12,3,554043283,11,29,33,38,33,20,99,1,59,93,88,66,1,33,89,55,54,85,0,26,6,6,6,0,27,6,10,1012793399,28,69,193,0,0,0,71,,CAR,,,,,,
23,81,68,FALSE,57,62,42,15,29,0,25,7,12,6,1997,Ohio State,0,50,590000,0,0,0,40,2540000,3,4,27,1,15,4,0,0,0,0,0,31,30,7,6,189,190,1,0,0,0,0,47,0,Isaiah,10,FALSE,2,0,79,1,0,19,Greenbelt,20,83,88,0,57,66,10,68,71,12,15,10,81,1,0,Prince,12,62,64,60,83,5,1,28,0,0,0,20367,FALSE,10,30,64,0,60,0,RT,9604,10,0,65,67,2018,15,66,5,554043284,11,5,5,15,8,2,99,1,15,69,48,10,0,10,81,85,33,85,0,11,5,5,5,0,11,5,10,1012793346,24,57,305,1568,0,1,13,,CIN,,,,,,
25,73,55,TRUE,55,57,34,10,19,0,25,4,12,5,1995,North Carolina,0,50,0,0,0,0,40,0,0,0,30,1,21,4,0,0,0,0,0,0,224,64,64,224,225,1,0,830000,1,0,53,0,R.J.,10,TRUE,2,0,78,0,0,32,Albemarle,20,78,86,0,58,97,10,65,61,12,17,10,63,1,0,Prince,15,62,65,58,79,6,1,15,1,0,0,13869,FALSE,10,24,64,0,58,0,RT,9894,10,0,63,68,2016,14,66,5,554043285,11,10,12,16,13,0,99,1,25,56,27,10,0,15,83,83,38,83,0,30,6,6,6,0,22,6,14,0,25,0,311,2343,0,3,20,,Free Agent,,,,,,
26,92,87,TRUE,87,70,54,78,17,0,24,11,22,76,1993,Kansas State,0,50,590000,0,0,0,71,590000,1,1,82,70,76,4,0,0,0,0,0,0,224,64,64,224,225,5,0,0,0,0,78,0,Byron,10,FALSE,2,1,73,1,1,8,Tampa,12,44,85,0,69,97,75,81,13,16,21,80,24,1,0,Pringle,13,18,20,69,88,6,1,27,1,0,0,13317,FALSE,10,29,35,0,69,0,WR,9026,10,0,32,34,2017,68,46,3,554043286,0,70,72,74,72,6,80,1,82,91,85,72,0,64,79,61,39,80,0,28,6,10,15,0,35,10,19,1012793385,50,69,203,4522,1,2,21,,KC,,,,,,
23,90,83,TRUE,82,63,43,76,21,0,25,9,23,72,1996,SMU,0,50,650000,-40000,160000,160000,74,3300000,4,4,85,75,78,4,0,0,0,0,0,23,22,7,6,181,182,1,0,0,0,0,79,1,James,10,FALSE,2,1,71,1,1,42,Dallas,17,47,89,0,60,97,74,83,11,13,17,77,30,1,0,Proche,11,16,20,65,84,6,1,15,1,0,0,21082,FALSE,13,32,33,0,65,0,WR,533,10,2,33,27,2020,67,49,6,554043287,11,66,67,70,68,3,80,1,80,88,80,70,0,54,92,61,27,84,0,22,6,10,15,0,27,10,23,1012793403,43,60,201,0,1,0,17,,BAL,,,,,,
26,90,83,TRUE,81,68,51,78,20,0,26,5,19,76,1994,Notre Dame,0,50,0,0,0,0,75,0,0,0,71,52,71,1,0,0,0,0,0,28,27,4,3,90,91,1,0,1280000,1,0,80,1,C.J.,12,TRUE,2,0,73,1,0,45,Petersburg,21,32,75,0,66,97,82,84,21,20,19,52,34,1,0,Prosise,14,35,40,66,85,18,1,20,1,0,0,17577,FALSE,16,38,51,0,66,0,HB,8183,11,0,15,16,2015,64,40,1,554043288,11,58,65,73,65,6,82,1,68,89,82,76,0,74,85,69,30,78,0,23,18,20,29,0,21,27,11,0,76,0,225,5369,0,4,19,,Free Agent,,,,,,
28,86,77,TRUE,77,63,43,66,24,0,40,3,16,60,1992,Southern Illinois,0,50,2500000,500000,2000000,2000000,72,500000,1,1,79,65,74,4,0,0,0,0,0,8,7,6,5,134,135,1,0,0,0,0,71,0,MyCole,10,FALSE,2,0,74,0,0,24,St. Louis,12,61,84,0,66,97,73,87,85,30,30,40,46,1,0,Pruitt,15,53,59,67,77,6,1,20,1,0,0,2485,FALSE,18,45,59,0,67,0,TE,7287,10,0,63,68,2014,76,69,3,554043289,0,54,58,64,59,5,64,1,78,85,75,74,0,58,74,69,40,68,0,35,6,10,15,0,35,10,10,1012793409,62,66,245,6029,1,5,20,,TEN,,,,,,
25,70,50,TRUE,59,70,54,12,16,0,22,12,12,18,1994,TCU,0,50,690000,660000,60000,120000,21,2460000,2,4,23,1,15,4,0,0,0,0,0,33,32,7,6,191,192,1,0,0,0,0,51,0,Matt,17,FALSE,2,0,79,1,0,4,Long Beach,30,80,83,0,63,97,17,63,69,13,17,10,78,1,0,Pryor,10,62,65,63,82,6,1,14,0,0,0,13470,FALSE,10,25,63,0,63,0,RT,9897,21,0,66,72,2017,12,69,5,554043290,11,5,5,10,7,3,99,1,15,52,20,15,0,21,78,86,27,85,0,20,6,6,6,0,19,6,13,1012793389,24,63,332,2153,0,2,12,,PHI,,,,,,
30,79,65,TRUE,69,86,78,15,15,0,25,8,12,8,1990,Syracuse,0,50,10500000,8500000,6000000,10000000,60,34660000,3,5,54,23,15,4,0,0,0,0,0,20,19,2,1,18,19,7,0,0,0,0,54,0,Justin,10,FALSE,2,0,77,1,0,37,Holland,23,87,88,0,72,97,10,75,67,23,21,11,88,1,100,Pugh,15,74,77,78,86,6,1,10,2,0,0,963,FALSE,10,28,75,0,78,0,LG,6029,10,0,73,79,2012,20,78,5,554043291,11,5,5,15,8,2,99,1,15,66,43,10,0,10,92,88,35,74,0,19,6,6,6,0,16,6,15,1012793351,35,72,311,10883,0,7,20,,ARI,,,,,,
27,83,72,TRUE,70,76,63,13,4,0,26,4,12,8,1993,Vanderbilt,0,50,2670000,2670000,0,2110000,27,5850000,2,3,32,1,14,4,0,0,0,0,0,0,224,64,64,224,225,1,0,0,0,0,53,0,Spencer,13,FALSE,2,0,76,0,0,41,Germantown,22,79,89,0,62,97,11,70,77,20,20,9,76,1,100,Pulley,12,68,69,65,83,6,1,19,1,0,0,17986,FALSE,8,31,69,0,65,0,C,8401,12,0,63,70,2015,15,66,5,554043292,11,5,5,13,8,3,99,1,24,68,47,10,0,15,81,86,35,84,0,21,6,6,6,0,24,6,10,1012793392,20,62,308,3280,0,4,14,,NYG,,,,,,
29,77,62,TRUE,66,73,58,25,20,0,76,4,24,10,1991,Wyoming,0,50,3450000,500000,3520000,3520000,52,11250000,4,4,33,1,15,4,1,0,0,0,0,0,224,64,64,224,225,1,0,0,0,0,55,0,Mike,55,FALSE,2,0,75,1,0,5,Highlands Ranch,75,83,86,0,70,97,20,77,98,20,18,10,33,0,0,Purcell,20,45,45,70,80,21,1,71,1,0,0,2796,FALSE,10,73,45,0,70,0,DT,7788,72,0,45,45,2014,15,45,5,554043293,11,3,7,15,8,20,99,1,15,64,40,20,0,49,75,88,77,87,0,33,19,22,26,0,38,14,25,1012793348,53,70,328,6330,0,5,29,,DEN,,,,,,
22,85,75,TRUE,76,65,46,47,28,1,69,10,12,30,1997,Miami,0,50,730000,610000,480000,480000,50,3300000,4,4,54,23,39,3,0,0,0,0,0,35,34,5,4,129,130,12,0,0,0,0,71,0,Shaquille,49,FALSE,2,0,73,1,0,8,Orange Park,87,80,91,0,58,97,60,76,50,15,14,10,23,2,0,Quarterman,52,45,45,64,81,6,1,68,2,0,0,21257,FALSE,50,77,45,0,64,0,MLB,536,57,0,45,45,2020,25,45,3,554043298,11,6,10,20,12,11,95,1,45,81,68,44,0,36,94,78,80,90,0,19,6,6,6,0,20,6,15,1012793394,43,58,234,525,0,0,56,,JAX,,,,,,
21,90,83,TRUE,87,79,68,71,13,0,71,8,12,52,1999,LSU,0,50,2210000,610000,6400000,6400000,73,5760000,4,4,66,43,50,2,0,0,0,0,0,29,28,2,1,27,28,2,0,0,0,1,79,0,Patrick,63,FALSE,2,0,72,1,0,17,Ventress,84,74,90,0,72,97,72,84,48,20,20,15,23,0,0,Queen,60,45,45,74,85,6,1,76,1,0,0,20999,FALSE,53,86,45,0,74,0,MLB,538,54,1,45,45,2020,38,45,2,554043299,11,37,48,55,47,15,85,1,55,89,82,60,0,52,88,70,80,84,0,30,6,6,6,0,27,6,13,1012793403,64,72,229,825,0,0,67,,BAL,,,,,,
25,86,77,TRUE,85,49,22,44,18,0,59,12,15,43,1994,Northwestern,0,50,0,0,0,0,58,0,0,0,64,40,42,3,0,0,0,0,0,0,224,64,64,224,225,1,0,750000,1,0,72,0,Kyle,49,TRUE,2,0,74,1,0,29,Verona,76,72,88,0,59,97,59,79,41,14,15,10,20,2,0,Queiro,63,45,45,59,79,6,2,46,1,0,0,13719,FALSE,61,78,45,0,59,0,LOLB,9899,43,0,45,45,2017,19,45,3,554043300,11,6,10,15,10,11,95,1,45,81,68,57,0,41,82,67,79,83,0,25,6,6,6,0,25,6,13,0,46,0,230,3200,0,2,60,,Free Agent,,,,,,
25,81,68,TRUE,67,75,62,10,23,0,20,3,12,7,1995,UCLA,0,50,730000,660000,140000,280000,24,2460000,2,4,27,1,15,4,0,0,0,0,0,19,18,6,5,145,146,1,0,0,0,0,51,0,Scott,10,FALSE,2,0,76,1,0,4,Carlsbad,20,77,83,0,64,97,10,81,61,12,17,10,80,1,0,Quessenberry,12,71,68,67,80,6,1,15,1,0,0,13253,FALSE,10,22,70,0,67,0,LG,9029,10,0,71,65,2017,15,69,5,554043302,11,5,5,15,8,3,99,1,15,69,48,10,0,30,85,83,30,86,0,30,6,6,6,0,23,6,14,1012793384,20,64,310,553,0,2,15,,LAC,,,,,,
30,79,65,TRUE,68,78,66,10,24,0,39,8,12,9,1990,San Jose State,0,50,680000,680000,0,0,64,680000,1,1,63,38,65,4,0,0,0,0,0,9,8,7,6,167,168,1,0,0,0,0,57,0,David,15,FALSE,2,0,77,0,0,4,Carlsbad,20,81,95,0,62,97,10,73,72,21,22,10,83,1,0,Quessenberry,13,63,70,63,79,6,1,20,1,0,0,1732,FALSE,10,29,68,0,63,0,RT,6030,25,0,70,66,2012,45,68,5,554043301,0,21,29,39,30,4,99,1,54,65,42,10,0,19,79,80,41,72,0,22,6,6,6,0,30,6,10,1012793409,20,62,307,4061,0,3,15,,TEN,,,,,,
30,84,73,TRUE,83,84,75,35,18,0,70,5,12,25,1990,North Carolina,0,50,6100000,500000,29000000,29000000,35,41000000,5,5,49,15,20,3,1,1,1,0,0,15,14,2,1,13,14,12,0,0,0,1,68,0,Robert,71,FALSE,2,0,76,0,0,39,Ladson,82,85,91,0,74,97,33,82,94,22,14,10,25,0,2750,Quinn,49,45,45,76,82,6,0,82,1,0,0,10694,FALSE,45,84,45,0,76,0,ROLB,4452,75,0,45,45,2010,12,45,13,554043303,11,6,10,20,12,11,99,1,30,80,67,35,1,40,82,84,82,78,0,26,6,6,6,0,33,6,18,1012793345,46,74,257,2211,0,9,48,,CHI,,,,,,
24,91,85,TRUE,85,67,49,77,7,0,35,12,27,74,1995,SMU,0,50,0,0,0,0,76,0,0,0,85,75,80,4,0,0,0,0,0,39,38,8,7,229,230,9,0,1670000,1,0,85,1,Trey,10,TRUE,2,1,72,1,0,17,Lake Charles,12,48,87,0,70,97,76,81,16,14,18,68,22,1,0,Quinn,15,22,20,70,86,23,1,20,1,0,0,13201,FALSE,15,35,29,1,70,0,WR,9030,10,0,28,33,2017,69,52,3,554043304,11,72,76,76,75,3,80,1,76,87,78,71,0,71,82,60,27,83,0,35,21,30,37,0,55,26,27,0,44,0,203,6918,1,2,25,,Free Agent,,,,,,
29,75,58,TRUE,68,68,51,10,11,0,30,3,12,5,1991,Nebraska,0,50,750000,590000,160000,160000,40,590000,1,1,25,1,10,4,0,0,0,0,0,0,224,64,64,224,225,10,0,0,0,0,50,0,Brent,10,FALSE,2,0,79,1,0,33,Williston,37,73,87,0,57,97,10,73,76,28,18,10,71,1,0,Qvale,20,68,73,61,76,6,1,24,0,0,0,2826,FALSE,10,27,71,0,61,0,RT,7583,10,0,61,65,2013,12,64,5,554043305,0,5,5,10,7,4,99,1,12,65,42,10,0,10,84,78,44,87,0,35,6,6,6,0,35,6,5,1012793408,19,57,315,5965,0,6,26,,HOU,,,,,,
25,82,70,TRUE,79,59,37,62,24,0,31,1,18,46,1995,Youngstown State,0,50,0,0,0,0,68,0,0,0,73,55,73,4,0,0,0,0,0,1,224,64,64,224,225,9,0,1690000,1,0,69,1,Kevin,10,TRUE,2,0,76,1,0,37,Pittsburgh,28,67,93,0,57,97,53,82,87,19,19,11,49,1,0,Rader,10,56,58,57,73,10,1,21,1,0,0,13743,FALSE,19,36,59,1,57,0,TE,0,10,2,54,58,2020,54,58,11,554044159,11,46,52,58,52,4,95,1,70,75,58,46,0,55,81,72,31,84,0,18,10,15,6,0,19,10,11,0,60,0,250,0,1,0,16,,Free Agent,,,,,,
22,70,50,TRUE,61,70,54,34,28,0,65,3,65,33,1998,North Dakota State,0,50,1050000,550000,2000000,2000000,65,3400000,4,4,65,42,35,1,0,0,0,0,0,1,224,64,64,224,225,7,0,0,0,0,73,0,Dillon,65,FALSE,1,0,78,1,0,22,Becker,65,72,94,0,66,97,33,66,75,65,65,65,83,0,0,Radunz,65,71,75,70,80,65,0,65,2,0,1,322,FALSE,65,65,76,0,70,0,RT,3900,65,0,71,76,2020,63,80,1,554044341,11,24,26,30,27,2,99,2,36,68,47,29,0,50,90,86,65,93,0,65,65,65,65,0,65,65,65,1012793409,55,66,301,300,0,0,65,,TEN,,,,,,
26,86,77,TRUE,78,73,58,38,24,1,77,9,12,16,1993,Alabama,0,50,940000,540000,800000,800000,36,1240000,2,2,56,27,27,3,1,0,1,0,0,11,10,3,2,41,42,7,0,0,0,0,68,0,Reggie,60,FALSE,2,0,74,1,0,0,Madison,88,81,87,0,62,97,36,83,55,19,19,10,21,2,0,Ragland,46,43,44,64,82,5,0,65,1,0,0,17687,FALSE,53,76,45,0,64,0,MLB,8184,71,0,44,44,2015,18,45,2,554043306,11,5,5,15,8,20,99,1,30,80,67,28,0,32,83,79,77,92,0,24,5,5,5,0,25,5,10,1012793392,26,62,252,4038,0,4,53,,NYG,,,,,,
24,82,70,TRUE,58,92,88,12,17,0,27,5,12,16,1996,Arkansas,0,50,3210000,1550000,3320000,6640000,29,5140000,2,4,23,1,17,4,0,0,0,0,0,21,20,2,1,19,20,12,0,0,0,1,54,0,Frank,10,FALSE,2,0,77,1,0,22,Chanhassen,30,85,89,0,86,97,10,80,77,16,19,10,85,1,500,Ragnow,10,81,86,86,88,6,1,21,0,0,0,13110,FALSE,10,29,84,0,86,0,C,9031,10,0,83,87,2017,15,85,15,554043307,11,5,10,15,10,4,99,1,14,73,55,10,0,10,92,92,29,98,0,30,6,6,6,0,17,6,12,1012793396,22,86,308,7896,0,2,11,,DET,,,,,,
26,67,45,TRUE,73,93,89,17,22,0,37,4,12,11,1994,Wisconsin,0,50,2830000,1680000,11710000,15170000,43,4790000,2,5,39,1,30,4,0,0,0,0,0,33,32,2,1,31,32,9,0,0,0,2,55,0,Ryan,30,FALSE,2,0,78,1,0,48,Stevens Point,40,88,89,0,89,97,26,76,71,23,21,10,89,1,500,Ramczyk,12,89,92,89,87,6,1,28,1,0,0,12533,FALSE,10,42,90,0,89,0,RT,8694,40,0,91,90,2016,32,90,5,554043308,11,7,15,25,16,4,99,1,25,63,38,13,0,28,92,90,38,94,0,25,6,6,6,0,16,6,14,1012793405,26,89,314,8899,0,3,12,Tough Nut,NO,Edge Protector ,,,,,
24,88,80,TRUE,75,58,35,21,7,0,61,9,12,20,1995,Arkansas,0,50,610000,0,0,0,34,610000,1,1,39,1,17,3,0,1,1,0,0,1,224,64,64,224,225,3,0,0,0,0,68,0,Randy,65,FALSE,2,0,75,0,0,8,Fort Lauderdale,83,76,86,0,61,97,27,74,56,14,18,10,17,2,0,Ramsey,40,45,45,61,80,6,1,55,1,0,0,20774,FALSE,29,75,45,0,61,0,ROLB,0,57,0,45,45,2020,12,45,3,554044185,0,5,5,10,7,11,99,1,16,81,68,25,0,23,80,70,77,85,0,30,6,6,6,0,24,6,10,1012793398,31,61,238,3178,0,1,47,,GB,,,,,,
25,93,88,TRUE,90,99,98,72,24,0,50,10,34,68,1994,Florida State,1,50,6200000,500000,42700000,42700000,71,71000000,6,6,74,57,55,3,0,0,0,0,0,6,5,2,1,4,5,12,0,0,0,3,91,0,Jalen,41,FALSE,2,0,73,1,0,41,Smyrna,82,65,86,0,97,97,78,94,20,17,18,80,22,1,4000,Ramsey,97,34,33,97,91,16,2,97,2,0,0,17538,FALSE,98,78,21,0,97,0,CB,8185,35,0,34,33,2015,27,34,6,554043309,11,12,24,36,24,20,97,1,64,91,85,69,1,57,91,69,74,86,0,26,21,26,33,0,27,24,17,1012793402,42,97,208,9845,0,4,97,Bottleneck,LAR,Bench Press,One Step Ahead,,,,
28,90,83,TRUE,91,76,63,80,29,0,60,8,19,69,1992,Arizona State,0,50,760000,760000,0,0,64,760000,1,1,73,55,50,2,0,0,0,0,0,31,30,2,1,29,30,4,0,0,0,1,85,0,Damarious,54,FALSE,2,0,71,1,0,8,Pensacola,64,53,91,0,77,97,84,88,36,19,17,65,13,2,100,Randall,74,35,35,77,88,6,1,73,2,0,0,2592,FALSE,80,83,35,0,77,0,CB,7289,40,0,35,35,2014,25,35,1,554043310,0,10,12,15,12,11,99,1,64,89,82,77,0,50,92,69,69,74,0,22,6,6,6,0,21,6,12,1012793406,49,77,196,9308,0,5,77,,SEA,,,,,,
25,82,70,TRUE,72,66,48,10,20,0,32,10,12,11,1994,Mississippi State,0,50,720000,720000,0,0,24,2160000,2,3,20,1,17,4,0,0,0,0,0,17,16,4,3,79,80,1,0,0,0,0,50,0,Martinas,10,FALSE,2,0,77,1,0,23,Jackson,33,83,86,0,55,97,14,72,74,17,25,11,86,1,0,Rankin,12,61,67,64,81,6,1,10,1,0,0,13141,FALSE,10,35,66,0,64,0,RG,9032,10,0,74,65,2017,15,71,15,554043311,11,5,8,10,8,2,99,1,13,72,53,12,0,20,85,81,32,86,0,32,6,6,6,0,18,6,14,1012793385,28,55,311,3410,0,2,12,,KC,,,,,,
26,83,72,TRUE,78,87,80,26,2,0,71,4,12,13,1994,Louisville,0,50,1000000,570000,860000,860000,40,1320000,2,2,43,5,28,4,1,0,0,0,0,13,12,2,1,11,12,10,0,0,0,1,61,0,Sheldon,71,FALSE,2,0,74,1,0,9,Covington,80,85,88,0,78,97,25,83,90,17,17,9,35,0,100,Rankins,28,45,44,78,84,6,1,84,1,0,0,17550,FALSE,13,84,44,0,78,1,DT,8186,77,0,45,46,2015,15,45,12,554043312,11,3,5,13,7,11,97,1,26,71,52,17,0,25,77,89,84,91,0,21,6,6,6,0,23,6,13,1012793395,33,78,305,541,0,4,39,,NYJ,,,,,,
22,88,80,TRUE,88,71,55,58,22,0,59,12,22,46,1997,Washington,0,50,1060000,500000,1260000,1610000,61,3050000,3,4,69,48,60,2,0,0,0,0,0,30,29,3,2,60,61,7,0,0,0,1,88,0,Taylor,49,FALSE,2,1,72,1,0,46,Bellingham,82,49,91,0,73,97,67,84,24,14,18,57,10,1,0,Rapp,73,35,35,74,82,6,1,72,2,0,0,20622,FALSE,69,81,35,0,74,0,FS,9606,41,0,35,35,2018,22,35,6,554043313,11,17,22,29,23,11,95,1,65,84,73,61,0,44,89,63,74,84,0,22,12,18,25,0,36,30,14,1012793402,33,73,208,3737,0,1,76,,LAR,,,,,,
25,91,85,TRUE,86,62,42,76,16,0,18,4,16,72,1995,Texas A&M,0,50,760000,760000,0,0,76,760000,1,1,81,68,79,4,0,0,0,0,0,2,1,7,6,160,161,1,0,0,0,0,84,0,Damion,10,FALSE,2,0,74,1,0,42,Yoakum,12,44,90,0,65,97,79,90,17,11,11,39,23,1,0,Ratley,16,22,24,69,88,6,1,17,1,0,0,13462,FALSE,10,20,35,0,69,0,WR,9900,10,0,29,32,2017,65,45,3,554043314,0,74,72,74,73,3,75,1,82,92,87,71,0,51,81,59,21,82,0,27,6,10,15,0,29,10,16,1012793396,48,65,200,2183,1,2,13,,DET,,,,,,
